,0
2007-08-30,3.3059447916263256
2007-08-31,2.8708123010057736
2007-09-04,2.9724935022646877
2007-09-05,2.9572668688448767
2007-09-06,2.9785852143822273
2007-09-07,2.8712910485465066
2007-09-10,3.1229046526309325
2007-09-11,2.855863070733405
2007-09-12,3.0288878507221835
2007-09-13,2.8543193889760965
2007-09-14,2.9208814840084067
2007-09-17,2.85432835725114
2007-09-18,2.878908274705025
2007-09-19,3.6558574225327574
2007-09-20,2.8892825742297528
2007-09-21,2.89675333702668
2007-09-24,2.8742440862708443
2007-09-25,2.8801746205867165
2007-09-26,2.85438995875031
2007-09-27,2.881718739653188
2007-09-28,2.868623573242978
2007-10-01,2.8628656546752085
2007-10-02,3.020222626587007
2007-10-03,2.8543810662323867
2007-10-04,2.8736855703748123
2007-10-05,2.858439201398681
2007-10-08,2.9401526423206628
2007-10-09,2.8640158340614468
2007-10-10,2.9158647891450475
2007-10-11,2.8570435487273587
2007-10-12,2.879276622806366
2007-10-15,2.8755167599942686
2007-10-16,2.920282525391826
2007-10-17,2.894887128313869
2007-10-18,2.8571985862157905
2007-10-19,2.8548061075262505
2007-10-22,3.4707965696253313
2007-10-23,2.867985392819319
2007-10-24,2.927086217118762
2007-10-25,2.8598921564324997
2007-10-26,2.855158118742746
2007-10-29,3.0327165446365356
2007-10-30,2.867269626635199
2007-10-31,2.8935288477380627
2007-11-01,2.9894049209430436
2007-11-02,3.510334471125379
2007-11-05,2.8550435686444313
2007-11-06,2.87734039502202
2007-11-07,2.99069360477608
2007-11-08,3.66478989767697
2007-11-09,2.8547898022887286
2007-11-12,3.046061735003817
2007-11-13,2.948061768166627
2007-11-14,3.6495725897517985
2007-11-15,2.901430715449125
2007-11-16,3.01831015125582
2007-11-19,2.8800186050440093
2007-11-20,3.140726547464561
2007-11-21,2.8732562546265425
2007-11-23,3.0926229750195127
2007-11-26,3.122391360979031
2007-11-27,3.3617588698926544
2007-11-28,3.0638465003600515
2007-11-29,3.620721983999868
2007-11-30,2.854680238428618
2007-12-03,2.911002208974932
2007-12-04,2.8868548368293188
2007-12-05,2.894472575361829
2007-12-06,3.0710867339344845
2007-12-07,3.066970219337037
2007-12-10,2.857319282309781
2007-12-11,2.907267335335939
2007-12-12,3.4543412590168545
2007-12-13,2.8888181350413493
2007-12-14,2.85569017298627
2007-12-17,3.031818354917434
2007-12-18,3.0663184209084595
2007-12-19,2.891380908592989
2007-12-20,2.8560225340703393
2007-12-21,2.87683520566234
2007-12-24,3.115378357752924
2007-12-26,2.9156367227290554
2007-12-27,2.854902941050369
2007-12-28,3.04414789430068
2007-12-31,2.856258538908065
2008-01-02,2.898382307923733
2008-01-03,3.050145591660481
2008-01-04,2.8543226371752812
2008-01-07,3.4206419918390294
2008-01-08,2.8641779548164332
2008-01-09,3.170734801194883
2008-01-10,3.028756017772928
2008-01-11,2.9136747808665393
2008-01-14,3.0279594445768923
2008-01-15,2.9653503135965487
2008-01-16,3.4380306691803666
2008-01-17,2.884013742273075
2008-01-18,3.649538609103153
2008-01-22,2.888813282453403
2008-01-23,2.9697412616035237
2008-01-24,3.2862992225544065
2008-01-25,2.9495250719290547
2008-01-28,3.090999856807507
2008-01-29,3.1439247030451902
2008-01-30,2.8899106230768927
2008-01-31,2.8756069732780776
2008-02-01,3.118595639329183
2008-02-04,2.9950506596820596
2008-02-05,2.957166661440045
2008-02-06,3.816175686941962
2008-02-07,2.909124968412256
2008-02-08,2.9127153381159654
2008-02-11,2.8708918002514463
2008-02-12,2.886863151268617
2008-02-13,2.9038859900206564
2008-02-14,3.028177994375487
2008-02-15,3.0235729532254085
2008-02-19,2.854987066485063
2008-02-20,2.855040647372692
2008-02-21,2.919641259617761
2008-02-22,3.00985796734101
2008-02-25,2.9126657474855273
2008-02-26,3.033552443231541
2008-02-27,2.899285335183551
2008-02-28,2.855078787108848
2008-02-29,2.929401282284363
2008-03-03,3.543816268776814
2008-03-04,2.854714962129457
2008-03-05,2.865441588923024
2008-03-06,2.880058940686691
2008-03-07,3.3096217861272454
2008-03-10,2.9208502818567683
2008-03-11,3.0789658427378854
2008-03-12,4.149681812712838
2008-03-13,2.930633161693772
2008-03-14,2.878990344411965
2008-03-17,3.2601340613371725
2008-03-18,2.929785484280311
2008-03-19,4.544222836544451
2008-03-20,3.408940977970238
2008-03-24,3.393120953964882
2008-03-25,3.074976532862663
2008-03-26,2.859316295613846
2008-03-27,2.926471907329405
2008-03-28,2.9777007108273295
2008-03-31,2.9136916038386125
2008-04-01,2.884679379668143
2008-04-02,4.064992583771446
2008-04-03,2.8580938375868175
2008-04-04,2.8558659543377836
2008-04-07,2.854868894602359
2008-04-08,2.856564529077855
2008-04-09,2.878712958545676
2008-04-10,2.9158051639516374
2008-04-11,2.873096372877407
2008-04-14,3.2443092041160755
2008-04-15,2.8651300754182722
2008-04-16,2.8741559828811263
2008-04-17,3.3380740636112196
2008-04-18,2.8547599341338437
2008-04-21,3.1634255474486
2008-04-22,2.856619124303278
2008-04-23,2.927204287508427
2008-04-24,2.862192678071104
2008-04-25,2.893272141763288
2008-04-28,2.8939165467508077
2008-04-29,2.8553222491757837
2008-04-30,2.868481634326353
2008-05-01,2.868177284870867
2008-05-02,3.130334290800196
2008-05-05,2.864179401556685
2008-05-06,2.8735873299462384
2008-05-07,2.9092932151763433
2008-05-08,3.1625763991501956
2008-05-09,2.8670027887382865
2008-05-12,2.8967756813776964
2008-05-13,2.9684062313949604
2008-05-14,2.854441048373083
2008-05-15,2.869348757240826
2008-05-16,2.9595421650903533
2008-05-19,2.8557687391650677
2008-05-20,2.8550312315969784
2008-05-21,2.9350784568922155
2008-05-22,3.0964415376146324
2008-05-23,2.860771166443441
2008-05-27,3.0182497830430424
2008-05-28,2.898354965585824
2008-05-29,2.8690402293780335
2008-05-30,2.881018949915092
2008-06-02,2.8564397988938732
2008-06-03,2.9579490351401265
2008-06-04,2.8857747206238606
2008-06-05,2.854381331198149
2008-06-06,3.2114115908577987
2008-06-09,3.7508746751041984
2008-06-10,2.85509173902543
2008-06-11,2.859858244166496
2008-06-12,3.122454605438393
2008-06-13,2.864447609886283
2008-06-16,3.0669905252800955
2008-06-17,2.8543330425364615
2008-06-18,2.897354955537072
2008-06-19,2.942906515082655
2008-06-20,2.867525547853443
2008-06-23,3.1773479888936214
2008-06-24,2.8543574478123475
2008-06-25,2.8617180401531157
2008-06-26,2.8863585236599643
2008-06-27,3.664514209038767
2008-06-30,2.867462426985275
2008-07-01,2.85578532138354
2008-07-02,2.8680991333858006
2008-07-03,3.165632497240056
2008-07-07,2.8554762121681545
2008-07-08,2.9203421634985376
2008-07-09,3.128409316979331
2008-07-10,3.3417622776795
2008-07-11,2.900301171551253
2008-07-14,2.9698425365811807
2008-07-15,2.9308824775800217
2008-07-16,2.9659516312681458
2008-07-17,3.444541075308536
2008-07-18,2.9900085277999406
2008-07-21,2.8543840959334004
2008-07-22,2.85454651328224
2008-07-23,3.0253136256629056
2008-07-24,2.86983647549262
2008-07-25,3.3567199108202144
2008-07-28,2.870719384030227
2008-07-29,3.1792200902490615
2008-07-30,3.3669104461524335
2008-07-31,3.115567470716848
2008-08-01,3.0166625387676946
2008-08-04,2.8835534861071954
2008-08-05,2.9296811831446488
2008-08-06,3.628796492818021
2008-08-07,2.8650412829161804
2008-08-08,3.156468460949686
2008-08-11,3.3907354472789555
2008-08-12,2.8996987792239888
2008-08-13,2.9907320792306606
2008-08-14,2.862295181411858
2008-08-15,2.8829229681081134
2008-08-18,2.8698907313414623
2008-08-19,3.0684531552240877
2008-08-20,2.93585327385897
2008-08-21,2.890379902346755
2008-08-22,2.8601313485282005
2008-08-25,2.9749469530352797
2008-08-26,3.2161973725672794
2008-08-27,2.8671328958166002
2008-08-28,2.9141498576793095
2008-08-29,3.0612153768194426
2008-09-02,3.031286438832245
2008-09-03,2.8700548872731275
2008-09-04,2.858168565434648
2008-09-05,3.6955227787548326
2008-09-08,2.8729309955633915
2008-09-09,3.249536079608469
2008-09-10,3.9493927049005397
2008-09-11,2.890080981736903
2008-09-12,3.033384428736507
2008-09-15,2.858547754676965
2008-09-16,4.941865954687202
2008-09-17,3.143042403307145
2008-09-18,4.9416714086959495
2008-09-19,4.620549213117201
2008-09-22,4.376774723825992
2008-09-23,4.228385998973886
2008-09-24,3.0842388545136528
2008-09-25,2.8580064829228458
2008-09-26,3.2173123528800405
2008-09-29,2.863791557877551
2008-09-30,10.113507061239948
2008-10-01,5.61664604647193
2008-10-02,2.874299568867703
2008-10-03,4.380196676046284
2008-10-06,3.026065051147406
2008-10-07,4.248328885166045
2008-10-08,5.949815394721592
2008-10-09,2.9757289130013365
2008-10-10,8.305309370254527
2008-10-13,2.9855794055228664
2008-10-14,15.454054807818137
2008-10-15,2.8840732414493027
2008-10-16,10.524299094272216
2008-10-17,4.553959338905692
2008-10-20,2.8909705139081097
2008-10-21,4.990783755773367
2008-10-22,3.74613467130158
2008-10-23,6.352176985508776
2008-10-24,3.005136333550046
2008-10-27,3.973396382088376
2008-10-28,3.802583898264616
2008-10-29,13.791674800899296
2008-10-30,2.9723705887704184
2008-10-31,3.4799286843935286
2008-11-03,3.0762669303355707
2008-11-04,2.860338913628984
2008-11-05,4.420348041096027
2008-11-06,5.461938294581094
2008-11-07,5.228795013794937
2008-11-10,3.6371743364324476
2008-11-11,3.0049038751592505
2008-11-12,3.3107593541003153
2008-11-13,5.384701705658682
2008-11-14,7.355963213051552
2008-11-17,4.489200524306212
2008-11-18,3.4806267526664496
2008-11-19,2.945378615537971
2008-11-20,6.36839952352085
2008-11-21,7.088506541694427
2008-11-24,6.613974840435106
2008-11-25,6.791210175513156
2008-11-26,2.8955888869795112
2008-11-28,4.026975051592904
2008-12-01,2.941942496981678
2008-12-02,10.346317257569737
2008-12-03,4.35506996044931
2008-12-04,3.4818414256978176
2008-12-05,3.661530027488889
2008-12-08,4.1062135530583665
2008-12-09,4.23917001418896
2008-12-10,3.356762550195255
2008-12-11,2.987326480441252
2008-12-12,3.6187857545993247
2008-12-15,2.9008819525033713
2008-12-16,3.005491809918699
2008-12-17,5.332856593416283
2008-12-18,2.941364194572599
2008-12-19,3.2751047030726963
2008-12-22,2.86248403526059
2008-12-23,3.169006711227996
2008-12-24,2.943077387635096
2008-12-26,2.8856978007480762
2008-12-29,2.8812372451920996
2008-12-30,2.868371068023066
2008-12-31,3.414000205693732
2009-01-02,3.04276558783261
2009-01-05,3.7930456748833365
2009-01-06,2.8749878772497044
2009-01-07,2.911694898042744
2009-01-08,3.700468693867008
2009-01-09,2.86533042226632
2009-01-12,3.280683148312745
2009-01-13,3.3327690606380553
2009-01-14,2.8572982938748375
2009-01-15,3.906214310279592
2009-01-16,2.856199097772425
2009-01-20,2.907997329780812
2009-01-21,5.4753304456460645
2009-01-22,4.632172316486959
2009-01-23,3.070732787060459
2009-01-26,2.8815001215552534
2009-01-27,2.883255540362469
2009-01-28,2.9664383442616384
2009-01-29,3.9123946298347123
2009-01-30,3.885227846997259
2009-02-02,3.3425084675415473
2009-02-03,2.854663248061042
2009-02-04,3.0898444222473502
2009-02-05,2.9070368284207757
2009-02-06,3.1059437574066466
2009-02-09,3.534038120945787
2009-02-10,2.8565174167641425
2009-02-11,5.121417986164369
2009-02-12,2.9143049227544866
2009-02-13,2.857130245514653
2009-02-17,2.9481908862126915
2009-02-18,4.804547094008332
2009-02-19,2.855614834111068
2009-02-20,2.990118394261433
2009-02-23,2.976695101882153
2009-02-24,3.985602308404378
2009-02-25,4.3656921284697985
2009-02-26,2.9613836881152995
2009-02-27,3.0882632453001335
2009-03-02,3.3760738570025812
2009-03-03,4.896562542215874
2009-03-04,2.893356982386712
2009-03-05,3.384413572026078
2009-03-06,4.554136490991793
2009-03-09,2.8560922904905386
2009-03-10,2.9486793738650356
2009-03-11,6.662478834956814
2009-03-12,2.8608565573943605
2009-03-13,4.412899372500658
2009-03-16,2.9109421373953426
2009-03-17,2.8659027330108136
2009-03-18,3.824859586753492
2009-03-19,3.2632950207862508
2009-03-20,3.012660005119554
2009-03-23,3.2215354300780485
2009-03-24,7.558584725792469
2009-03-25,3.2470649193544356
2009-03-26,2.941441934254896
2009-03-27,3.365286703737797
2009-03-30,3.2421942391326186
2009-03-31,3.993487511712431
2009-04-01,3.0165364848161107
2009-04-02,3.1118771063457817
2009-04-03,3.6297395213819903
2009-04-06,2.9434561273591564
2009-04-07,2.9195300314923553
2009-04-08,3.388958037523175
2009-04-09,2.9848713831686036
2009-04-13,4.2148890598020055
2009-04-14,2.860647511301556
2009-04-15,3.232542497076769
2009-04-16,3.002334655297874
2009-04-17,3.0811808619259065
2009-04-20,2.877533559461612
2009-04-21,4.574650866245289
2009-04-22,3.2790774233985536
2009-04-23,2.909823784822366
2009-04-24,2.9467934603941326
2009-04-27,3.1194050326614335
2009-04-28,2.9495558518948184
2009-04-29,2.8613538687909035
2009-04-30,3.293059358940341
2009-05-01,2.8552321248798895
2009-05-04,2.8816351441435653
2009-05-05,3.932048860366486
2009-05-06,2.8680543358095827
2009-05-07,3.1388896608425703
2009-05-08,3.0181200793963976
2009-05-11,3.398640873998238
2009-05-12,3.289242446288734
2009-05-13,2.855283340781749
2009-05-14,3.5339190306182924
2009-05-15,2.955128451391415
2009-05-18,2.9766247965283075
2009-05-19,3.72202491830272
2009-05-20,2.857326834449818
2009-05-21,2.8790149215198304
2009-05-22,3.1181349811340837
2009-05-26,2.8564460124027957
2009-05-27,3.504290033038025
2009-05-28,3.19260273930152
2009-05-29,3.077740903236377
2009-06-01,3.0274731977209424
2009-06-02,3.4806050602593186
2009-06-03,2.8581273802958496
2009-06-04,3.0316386446401835
2009-06-05,2.978226568186318
2009-06-08,2.8602461839553803
2009-06-09,2.855234137781331
2009-06-10,2.8658045232943996
2009-06-11,2.865657322351374
2009-06-12,2.889375088491103
2009-06-15,2.856115686641818
2009-06-16,3.385091895862512
2009-06-17,3.006440050128818
2009-06-18,2.8561051726305484
2009-06-19,2.9207456764125737
2009-06-22,2.863402446847869
2009-06-23,3.7340999448166623
2009-06-24,2.8594951513589075
2009-06-25,2.8942711795982903
2009-06-26,3.286363622472185
2009-06-29,2.8564344602932166
2009-06-30,2.9314875737952093
2009-07-01,2.922671216649435
2009-07-02,2.8721675213478233
2009-07-06,3.652374417483084
2009-07-07,2.860660393571098
2009-07-08,3.218314564434408
2009-07-09,2.8569808991002845
2009-07-10,2.8660965991351923
2009-07-13,2.8694743060914254
2009-07-14,3.4384169685725774
2009-07-15,2.8809739061841615
2009-07-16,3.6791851572316863
2009-07-17,2.924650920350096
2009-07-20,2.854428505592997
2009-07-21,2.9770601059730533
2009-07-22,2.866666493648633
2009-07-23,2.8545444483874385
2009-07-24,3.3639204329009393
2009-07-27,2.8630975216881493
2009-07-28,2.8626296786438927
2009-07-29,2.8606584484107627
2009-07-30,2.8738380165219115
2009-07-31,2.9872362793375444
2009-08-03,2.854820981169408
2009-08-04,3.0754353535070864
2009-08-05,2.8628536416796475
2009-08-06,2.8622512562828377
2009-08-07,2.8840014362733424
2009-08-10,3.023984460790526
2009-08-11,2.864828861923878
2009-08-12,3.0048731006366545
2009-08-13,2.979116406472701
2009-08-14,2.8987803334495674
2009-08-17,2.9226727282298834
2009-08-18,3.4073237808854184
2009-08-19,2.951129761202119
2009-08-20,2.8985259590075794
2009-08-21,2.96691890263231
2009-08-24,3.1801605774085795
2009-08-25,2.854635350534837
2009-08-26,2.8595482257232874
2009-08-27,2.854287252538275
2009-08-28,2.8615439913507834
2009-08-31,2.8579898724719475
2009-09-01,2.915414216592381
2009-09-02,3.314585269415339
2009-09-03,2.8645997813455804
2009-09-04,2.9227188056690703
2009-09-08,3.015965898724556
2009-09-09,2.927821575729479
2009-09-10,2.911199233503342
2009-09-11,2.9563489647668373
2009-09-14,2.856012338998212
2009-09-15,2.892030881973374
2009-09-16,2.8635190333209377
2009-09-17,3.074902780105637
2009-09-18,2.8631786129447163
2009-09-21,2.8608572427626506
2009-09-22,2.865183112746295
2009-09-23,2.8948936611481146
2009-09-24,2.9495346835373324
2009-09-25,2.939293506051791
2009-09-28,2.8891506799666913
2009-09-29,3.1523056666122713
2009-09-30,2.8590192366631912
2009-10-01,2.8646826210902687
2009-10-02,3.477754453487998
2009-10-05,2.8735042332526888
2009-10-06,3.062178736747589
2009-10-07,3.030819834970062
2009-10-08,2.86127490303362
2009-10-09,2.90657003309374
2009-10-12,2.8841814640952155
2009-10-13,2.872359141144711
2009-10-14,2.8615790969805404
2009-10-15,3.1435356810951687
2009-10-16,2.8705864935118157
2009-10-19,2.915894614258789
2009-10-20,2.9374059203703746
2009-10-21,2.8908695869529852
2009-10-22,2.9279368264005106
2009-10-23,2.9607354419867824
2009-10-26,2.993657217428618
2009-10-27,2.9833106259555855
2009-10-28,2.8645907167307776
2009-10-29,3.2133972070103014
2009-10-30,3.330880260890795
2009-11-02,3.593949242772341
2009-11-03,2.8935089345178926
2009-11-04,2.8598128990759855
2009-11-05,2.855295977168572
2009-11-06,3.2019305031370004
2009-11-09,2.860248594503935
2009-11-10,3.318968152069751
2009-11-11,2.8543944556246132
2009-11-12,2.878064500561552
2009-11-13,2.953175843735418
2009-11-16,2.885248102031481
2009-11-17,3.0509487764865755
2009-11-18,2.8551172496369497
2009-11-19,2.8544794169451033
2009-11-20,3.023638746627407
2009-11-23,2.864027260166032
2009-11-24,3.0284673757107643
2009-11-25,2.8545844246197323
2009-11-27,2.8733350598240333
2009-11-30,3.133331208213197
2009-12-01,2.8678613813900227
2009-12-02,2.9912807609985967
2009-12-03,2.8544123692029157
2009-12-04,2.9204640381753793
2009-12-07,2.8828108738188174
2009-12-08,2.8600052952816832
2009-12-09,2.9530205376499787
2009-12-10,2.8669697338526254
2009-12-11,2.8863183924370275
2009-12-14,2.8670266656259042
2009-12-15,2.899784714272308
2009-12-16,2.883195605270986
2009-12-17,2.8554764452305132
2009-12-18,2.985336565157351
2009-12-21,2.8862406888498136
2009-12-22,2.9579446369628886
2009-12-23,2.8662313390185603
2009-12-24,2.8592410235780568
2009-12-28,2.8802328457290614
2009-12-29,2.8555310375558496
2009-12-30,2.8561176312939005
2009-12-31,2.854309437552055
2010-01-04,2.9491661304769226
2010-01-05,3.0958706963048033
2010-01-06,2.863507043414768
2010-01-07,2.8545550721891217
2010-01-08,2.8693824703443784
2010-01-11,2.8620320060087208
2010-01-12,2.857141935720002
2010-01-13,2.9369642056408574
2010-01-14,2.919426780064834
2010-01-15,2.8598218787374217
2010-01-19,2.9643403616748656
2010-01-20,3.001105367321891
2010-01-21,2.959841246200431
2010-01-22,3.1915284947105125
2010-01-25,3.3149723380358966
2010-01-26,2.8743341157023536
2010-01-27,2.8709498551506307
2010-01-28,2.8766550597594196
2010-01-29,2.9855026768626503
2010-02-01,2.94508277092043
2010-02-02,3.0455261364842854
2010-02-03,3.0124532231095134
2010-02-04,2.8824718302610743
2010-02-05,3.765445363351284
2010-02-08,2.8623900333998407
2010-02-09,2.9280887805757683
2010-02-10,3.0140650748508078
2010-02-11,2.8589576668158565
2010-02-12,2.9421535496572395
2010-02-16,2.8613733141926536
2010-02-17,3.1587304326304353
2010-02-18,2.8712254446288377
2010-02-19,2.895017382439174
2010-02-22,2.8587757682976807
2010-02-23,2.8552843008692914
2010-02-24,2.9921059518891187
2010-02-25,2.943087816594993
2010-02-26,2.8583645407382923
2010-03-01,2.8561298240508606
2010-03-02,2.951236171688868
2010-03-03,2.8594001666325832
2010-03-04,2.854447513125065
2010-03-05,2.867389040721665
2010-03-08,3.0386349425430614
2010-03-09,2.8543458865631646
2010-03-10,2.85700130649026
2010-03-11,2.873508662287622
2010-03-12,2.8696252245608824
2010-03-15,2.8543213829756575
2010-03-16,2.8544652425742822
2010-03-17,2.9111332263524208
2010-03-18,2.886132257138918
2010-03-19,2.8543809302953336
2010-03-22,2.8785829206565343
2010-03-23,2.8786728630095233
2010-03-24,2.9025961839652465
2010-03-25,2.8826383660053323
2010-03-26,2.8570090812343736
2010-03-29,2.8547851865275744
2010-03-30,2.8846214224478506
2010-03-31,2.8542824950485244
2010-04-01,2.8643379973400087
2010-04-05,2.9059210772835806
2010-04-06,2.9133431890128008
2010-04-07,2.8569535501343886
2010-04-08,2.8867235412680117
2010-04-09,2.8649798047742983
2010-04-12,2.8962514183662753
2010-04-13,2.857216169230024
2010-04-14,2.854715185089991
2010-04-15,2.9710882295466616
2010-04-16,2.8549696177648043
2010-04-19,3.0986289855542455
2010-04-20,2.873542461741002
2010-04-21,2.9154187367440576
2010-04-22,2.8552640320120375
2010-04-23,2.85905329313837
2010-04-26,2.9019539537312573
2010-04-27,2.871629777402835
2010-04-28,3.3679669874690803
2010-04-29,2.8936470830732444
2010-04-30,3.011690335456411
2010-05-03,3.1147157570519455
2010-05-04,3.0160891205272935
2010-05-05,3.3882603875238204
2010-05-06,2.8948548406665964
2010-05-07,3.839322231830719
2010-05-10,3.074454929955104
2010-05-11,4.6704768410430635
2010-05-12,2.8655770770854256
2010-05-13,3.031648023723036
2010-05-14,2.992910941037741
2010-05-17,3.186403568832335
2010-05-18,2.855513654682322
2010-05-19,3.0436272284969776
2010-05-20,2.8790508401636385
2010-05-21,4.281637055353236
2010-05-24,3.066731954783019
2010-05-25,3.0108814904716326
2010-05-26,2.854430412204338
2010-05-27,2.8843835459871996
2010-05-28,3.8698320450174646
2010-06-01,2.9984127423793154
2010-06-02,3.131158298855695
2010-06-03,3.4818473458777284
2010-06-04,2.8698543556220453
2010-06-07,3.966901178871703
2010-06-08,3.026609961929437
2010-06-09,2.9675132812454
2010-06-10,2.8874722243924977
2010-06-11,3.6723418548482005
2010-06-14,2.872502846588664
2010-06-15,2.8573379079869157
2010-06-16,3.3729113505772492
2010-06-17,2.8546946404721494
2010-06-18,2.8558197875273987
2010-06-21,2.855903617796357
2010-06-22,2.868249877608696
2010-06-23,3.096946789294944
2010-06-24,2.8627090577812897
2010-06-25,3.1195751564760275
2010-06-28,2.862072080804112
2010-06-29,2.8581973938895886
2010-06-30,3.7582217133605664
2010-07-01,2.9505958422438856
2010-07-02,2.864163943241949
2010-07-06,2.874700487298645
2010-07-07,2.8812624203180675
2010-07-08,3.7766104614061873
2010-07-09,2.937586867668176
2010-07-12,2.9031835334289866
2010-07-13,2.8547901322296334
2010-07-14,3.0764983970830366
2010-07-15,2.8543519328241445
2010-07-16,2.8556175141225606
2010-07-19,3.634669017784743
2010-07-20,2.8880921124935734
2010-07-21,2.9767470359743484
2010-07-22,3.008724506846831
2010-07-23,3.3305461146723614
2010-07-26,2.917881119236824
2010-07-27,2.9721563328820895
2010-07-28,2.855337480878996
2010-07-29,2.8992933536598064
2010-07-30,2.8705341989715674
