stock,cluster_id,anomaly_score,sector_id,x,y
TAP UN Equity,0,0.20311310347234043,2,7.2302342863063895,1.5647289000257434
PNW UN Equity,0,0.1751293732144681,10,6.824790781171801,1.3931429510277773
CI UN Equity,0,0.17642479331829788,5,6.968495909920458,1.4553826700884964
RJF UN Equity,1,0.14618889134297874,4,-3.5384890218381204,1.6113740419016587
PAYX UW Equity,1,0.1122367896094468,6,-3.723307305559796,2.0438778148794206
SLB UN Equity,0,0.20816176858638297,3,7.19644195448655,1.717313535340455
A UN Equity,1,0.13847023770910638,5,-3.5880752245244216,2.0335445783475383
WDAY UW Equity,0,0.17871453464960851,7,7.000223316762092,1.0368342449848047
EQR UN Equity,1,0.1472893795029787,9,-3.6127689048209852,2.248909998310756
LUV UN Equity,0,0.15023132497753192,6,6.44613313075448,1.2361468186435614
SWK UN Equity,0,0.1498856169055319,6,6.596018907048711,1.2148841142154532
O UN Equity,0,0.15754152002851063,9,6.645138162483561,1.02719199652799
KMI UN Equity,0,0.18960364272,3,6.824825115762872,1.466195479365179
ELV UN Equity,0,0.1730028701585532,5,6.601581454231665,1.8482856272498152
NFLX UW Equity,2,0.27006199602212766,0,18.01012616984652,1.9376340829535796
PLD UN Equity,0,0.15246359319148936,9,6.72726538596253,1.6148716986361442
ESS UN Equity,1,0.14047240086382978,9,-3.6908818686877503,2.047826013673599
TPR UN Equity,2,0.22390621995063828,1,17.576213667580603,1.7218495580366073
WMB UN Equity,0,0.16840215525531918,3,6.736040320057667,1.7607057986311578
NSC UN Equity,1,0.1337046272425532,6,-3.5430590767626593,2.272624613490828
WELL UN Equity,0,0.1882645799386383,9,6.840064875472155,2.008728215237301
REG UW Equity,1,0.14762366771148935,9,-3.1886188141278455,2.467737804677401
CNC UN Equity,0,0.17831217632170213,5,6.876399786697233,2.0935109370404326
DUK UN Equity,0,0.1719096642308085,10,6.994038206348357,1.7694704832058816
TTWO UW Equity,2,0.26548863237702125,0,17.86877395998918,1.8067932235054671
AJG UN Equity,0,0.1840198613574468,4,6.607545556974316,2.1503170021936735
GD UN Equity,0,0.1559811481587234,6,6.436162972452895,1.8601177573237586
GPC UN Equity,2,0.2392128097080851,1,17.72304906404993,2.273304186126874
EBAY UW Equity,0,0.19228338038153192,1,6.896396077455436,1.6529020996722736
MRNA UW Equity,6,0.4484581463982979,5,19.74475012920326,-10.0
STT UN Equity,0,0.1683060614868085,4,7.006869560560957,1.7388171304933622
GEN UW Equity,1,0.13330519054510637,7,-3.5490655511983973,2.3123540867194254
